Artist,Title,Format,Cover Present,Label,Catogue Number,Year Released,Country,Notes,Sealed Status,discogs URL, Median Price ,discogs_release_id,,
"Summer, Donna",Live And More,"12"" Vinyl",Yes,Geffen Records,GHS 2000`,1980,USA,,No,https://www.discogs.com/release/552509-Donna-Summer-The-Wanderer, $3.05 ,552509,,552509
"Summer, Donna",Love To Love You Baby,"12"" Vinyl",Yes,Casablanca,NBLP 7119-2,1978,USA,,No,https://www.discogs.com/release/16110207-Donna-Summer-Live-And-More, $4.25 ,16110207,,16110207
"Summer, Donna",The Wanderer,"12"" Vinyl",Yes,Casablanca,NBLP-2-7150,1979,USA,,No,https://www.discogs.com/release/29658163-Donna-Summer-Bad-Girls, $7.00 ,29658163,,29658163
Sun Ra And His Solar-myth Arkestra,"The Solar-myth Approach, Vol.2","12"" Vinyl",Yes,BYG Records,529341,1972,USA,Actuel - 41,No,https://www.discogs.com/release/11291917-Sun-Ra-And-His-Solar-myth-Arkestra-The-Solar-myth-Approach-Vol-2, $28.16 ,11291917,,11291917
Supertramp,Breakfast In America,"12"" Vinyl",Yes,A&M Records,SP-3708,1979,Yugoslavia,Original Pressing,No,https://www.discogs.com/release/6248179-Supertramp-Breakfast-In-America, $13.97 ,6248179,,6248179
Sweet,Fox On The Run,"7"" Vinyl",N/A,Capitol Records,4157,1975,USA,Hollywood Pressing,No,https://www.discogs.com/release/5974428-Sweet-Fox-On-The-Run-, $1.85 ,5974428,,5974428
"Szabo, Gabor & Lloyd, Charles",Gabor Szabo Live With Charles Lloyd (Featuring Spellbinder),"12"" Vinyl",Yes,Blue Thumb Records,BTS 6014,1974,USA,,No,https://www.discogs.com/release/1146688-Gabor-Szabo-Live-With-Charles-Lloyd-Gabor-Szabo-Live-With-Charles-Lloyd-Featuring-Spellbinder, $18.49 ,1146688,,1146688
Talking Heads,Fear Of Music,"12"" Vinyl",Yes,Sire,9 25512-1,1986,USA,Sealed with promotional stickers,Yes,https://www.discogs.com/release/355382-Talking-Heads-True-Stories, $16.88 ,355382,,355382
Talking Heads,Little Creatures,"12"" Vinyl",Yes,Sire,SRK 6076,1979,USA,Gold Promo Stamp on Cover,No,https://www.discogs.com/release/6314967-Talking-Heads-Fear-Of-Music, $19.18 ,6314967,,6314967
Talking Heads,More Songs About Buildings And Food,"12"" Vinyl",Yes,Sire,9 25305-1,1985,USA,,No,https://www.discogs.com/release/6163535-Talking-Heads-Little-Creatures, $19.99 ,6163535,,6163535
Talking Heads,Naked,"12"" Vinyl",Yes,Sire,SRK 6058,1978,USA,Jacksonville Pressing,No,https://www.discogs.com/release/7027316-Talking-Heads-More-Songs-About-Buildings-And-Food, $19.99 ,7027316,,7027316
Talking Heads,Speaking In Tongues,"12"" Vinyl",Yes,Sire,W1-25654,1988,USA,Unipak Gatefold,No,https://www.discogs.com/release/862940-Talking-Heads-Naked, $22.39 ,862940,,862940
Talking Heads,Speaking In Tongues,"12"" Vinyl",Yes,Sire,SR 6036,1977,USA,Winchester Pressing,No,https://www.discogs.com/release/6502429-Talking-Heads-Talking-Heads-77, $26.43 ,6502429,,6502429
Talking Heads,Stop Making Sense,"12"" Vinyl",Yes,Sire,9 23883-1,1983,USA,Winchester Pressing,No,https://www.discogs.com/release/170719-Talking-Heads-Speaking-In-Tongues, $29.99 ,170719,,170719
Talking Heads,Stop Making Sense,"12"" Vinyl",Yes,Sire,R5 724897,2024,USA,Reissue,Yes,https://www.discogs.com/release/31314258-Talking-Heads-Stop-Making-Sense-Music-From-A-Film-By-Jonathan-Demme-And-Talking-Heads, $31.97 ,31314258,,31314258
Talking Heads,Talking Heads: 77,"12"" Vinyl",Yes,Sire,9 W1-25186,1984,USA,Club Edition,No,https://www.discogs.com/release/2156024-Talking-Heads-Stop-Making-Sense, $35.50 ,2156024,,2156024
Talking Heads,True Stories,"12"" Vinyl",Yes,Sire,9 25512-1,1986,USA,,No,https://www.discogs.com/release/355382-Talking-Heads-True-Stories, $40.00 ,355382,,355382
Talking Heads,True Stories,"12"" Vinyl",Yes,Sire,1-23883,1983,USA,,No,https://www.discogs.com/release/16180997-Talking-Heads-Speaking-In-Tongues, $250.00 ,16180997,,16180997
Tangerine Dream,Alpha Centauri + Atem,"12"" Vinyl",Yes,Virgin,28 990 XBU,1981,Yugoslavia,,No,https://www.discogs.com/release/15907-Tangerine-Dream-Alpha-Centauri-Atem, $15.00 ,15907,,15907
Tangerine Dream,Encore,"12"" Vinyl",Yes,Virgin International,VI 2066,1981,Yugoslavia,Reissue,No,https://www.discogs.com/release/409941-Tangerine-Dream-Stratosfear, $10.00 ,409941,,409941
Tangerine Dream,Force Majeure,"12"" Vinyl",Yes,Virgin,V 2257,1982,Yugoslavia,Original Pressing,No,https://www.discogs.com/release/191334-Tangerine-Dream-Logos-Live, $15.00 ,191334,,191334
Tangerine Dream,"Live In Paris, Palais Des Congres - March 6th, 1978","12"" Vinyl",Yes,Virgin,VI 2111,1981,Yugoslavia,Reissue,No,https://www.discogs.com/release/219737-Tangerine-Dream-Force-Majeure, $12.00 ,219737,,219737
Tangerine Dream,Logos Live,"12"" Vinyl",Yes,Virgin,PZG 35014,1977,Yugoslavia,Original Pressing,No,https://www.discogs.com/release/498220-Tangerine-Dream-Encore, $10.00 ,498220,,498220
Tangerine Dream,Stratosfear,"12"" Vinyl",Yes,Eastgage Music And Arts / Culture Factory,783546,2023,Yugoslavia,"Record Store Day - Limited Edition of 3,000 copies",Yes,https://www.discogs.com/release/26844353-Tangerine-Dream-Live-In-Paris-Palais-Des-Congrès-March-6th-1978, $36.45 ,26844353,,26844353
"Taylor, Koko",I Got What It Takes,"12"" Vinyl",Yes,Alligator Records,AL 4706,2023,USA,Record Store Day,No,https://www.discogs.com/release/26849174-Koko-Taylor-I-Got-What-It-Takes, $17.98 ,26849174,,26849174
"Tchaikovsky, Peter","Swan Lake, The Sleeping Beauty","12"" Vinyl",Yes,Deutsche Grammophone,2530 195,1972,USA,Classical,No,https://www.discogs.com/release/3489741-Peter-Tchaikovsky-Berlin-Philharmonic-Conducted-By-Herbert-von-Karajan-Swan-LakeSleeping-Beauty, $5.05 ,3489741,,3489741
Tears For Fears,Ready Boy & Girls?,"12"" Vinyl",Yes,Fontana,838 730-1,1989,USA,,No,https://www.discogs.com/release/1800734-Tears-For-Fears-The-Seeds-Of-Love, $35.00 ,1800734,,1800734
Tears For Fears,Songs From The Big Chair,"12"" Vinyl",Yes,Mercury,422-824 300-1 M-1,1985,USA,,No,https://www.discogs.com/release/438688-Tears-For-Fears-Songs-From-The-Big-Chair, $25.00 ,438688,,438688
Tears For Fears,The Seeds Of Love,"10"" Vinyl",Yes,Ingrooves,TFF111,2014,USA,"Record Store Day - 3,000 Copies Pressed",Yes,https://www.discogs.com/release/5609790-Tears-For-Fears-Ready-Boy-Girls, $25.83 ,5609790,,5609790
"Terroade, Kenneth",Love Rejoice,"12"" Vinyl",Yes,BYG Records,529.322,1969,USA,Actuel - 22,No,https://www.discogs.com/release/523370-Kenneth-Terroade-Love-Rejoice, $32.82 ,523370,,523370
The Alan Parsons Project,Eye In The Sky,"12"" Vinyl",Yes,Arista,AL 9599,1982,Yugoslavia,Original Pressing,No,https://www.discogs.com/release/7001501-The-Alan-Parsons-Project-Eye-In-The-Sky, $11.70 ,7001501,,7001501
The Archies,Everything's Archie,"12"" Vinyl",Yes,Calendar,KES-103,1969,USA,,No,https://www.discogs.com/release/7833528-The-Archies-Everythings-Archie, $9.21 ,7833528,,7833528
The Archies,The Archies,"12"" Vinyl",Yes,51 West Records & Tapes,Q 16002,1979,USA,Compilation,No,https://www.discogs.com/release/11932328-The-Archies-The-Archies, $20.00 ,11932328,,11932328
The Art Ensemble Of Chicago,"A.A.C.M., Great Black Music - A Jackson In Your House","12"" Vinyl",Yes,BYG Records,529.302,1969,USA,Actuel - 2,No,https://www.discogs.com/release/17498032-The-Art-Ensemble-Of-Chicago-AACM-Great-Black-Music-A-Jackson-In-Your-House, $57.43 ,17498032,,17498032
The Battered Ornaments,Mantle-Piece,"12"" Vinyl",Yes,Harvest,SKAO-422,1970,USA,Original Pressing - Covered is quite worn,No,https://www.discogs.com/release/5513055-The-Battered-Ornaments-Mantle-Piece, $107.63 ,5513055,,5513055
The Chares Randolph Grean Sounde,"Quentin's Theme (From The TV Show ""Dark Shadows"")","12"" Vinyl",Yes,Ranwood,R 8055,1969,USA,,No,https://www.discogs.com/release/3381884-The-Charles-Randolph-Grean-Sounde-Quentins-Theme-From-The-TV-Show-Dark-Shadows, $3.00 ,3381884,,3381884
The Critters,The Critters,"12"" Vinyl",Yes,Project 3 Records,PR 4002 SD,1969,USA,Original Pressing,No,https://www.discogs.com/release/3308273-The-Critters-The-Critters, $40.00 ,3308273,,3308273
The Doors,L.A. Woman,"12"" Vinyl",Yes,Elektra,EKS-75005,1969,USA,Original Pressing- Terre Haute ,No,https://www.discogs.com/release/4289843-The-Doors-The-Soft-Parade, $14.99 ,4289843,,4289843
The Doors,L.A. Woman Sessions,"12"" Vinyl",Yes,Elektra,EKS-75011,1971,USA,Original Pressing - Pitman Pressing,No,https://www.discogs.com/release/4622918-Doors-LA-Woman, $49.00 ,4622918,,4622918
The Doors,The Soft Parade,"12"" Vinyl",Yes,Rhino Records / Elektra,R1 670994,2022,USA,"Numbered edition: # 15,971/19,500",No,https://www.discogs.com/release/22973291-Doors-LA-Woman-Sessions, $63.15 ,22973291,,22973291
The Eleventh House,Introducing The Eleventh House,"12"" Vinyl",Yes,Culture Factory USA / Vanguard,CFU01231,2023,USA,Record Store Day,No,https://www.discogs.com/release/26848199-The-Eleventh-House-With-Larry-Coryell-Introducing-The-Eleventh-House, $14.00 ,26848199,,26848199
The Firesign Theatre,"Don't Crush That Dwarf, Hand Me The Pliers","12"" Vinyl",Yes,Columbia,C 30102,1970,USA,Terra Haute Pressing,No,https://www.discogs.com/release/9107081-The-Firesign-Theatre-Dont-Crush-That-Dwarf-Hand-Me-The-Pliers, $5.38 ,9107081,,9107081
The Firm,Radioactive,"10"" Vinyl",N/A,Atlantic,A9586P,1985,USA,Picture Disc - Shaped,No,https://www.discogs.com/release/3125980-The-Firm-Radioactive, $5.10 ,3125980,,3125980
The Knack,My Sharona,"7"" Vinyl",Yes,Capitol Records,CL 16087,1979,USA,,No,https://www.discogs.com/release/1001175-The-Knack-My-Sharona, $3.80 ,1001175,,1001175
The Litter,Distortions,"12"" Vinyl",Yes,Warwick Productions,URSM-1939,1983,USA,Unofficial Version,No,, $40.00 ,,,
The Magic Reign,Jefferson Street,"7"" Vinyl",N/A,Jamie,1374,1969,USA,Promo - with original dust jacket,No,https://www.discogs.com/release/6159221-The-Magic-Reign-Jefferson-Street, $11.50 ,6159221,,6159221
The Motels,All Four One,"12"" Vinyl",Yes,Capitol Records,ST-12177,1982,USA,,No,https://www.discogs.com/release/8447182-The-Motels-All-Four-One, $4.00 ,8447182,,8447182
The Nova Local,Nova 1,"12"" Vinyl",Yes,Decca,DL 34518,1968,USA,Promo,No,https://www.discogs.com/release/4566672-The-Nova-Local-Nova-1, $59.99 ,4566672,,4566672
The Rolling Stones,12 X 5,"12"" Vinyl",Yes,Rolling Stones Records,OC 40250,1986,USA,,No,https://www.discogs.com/release/6319318-The-Rolling-Stones-Dirty-Work, $6.00 ,6319318,,6319318
The Rolling Stones,12 X 5,"12"" Vinyl",Yes,Rolling Stones Records,90120-1,1983,USA,Specialty Pressing,No,https://www.discogs.com/release/583715-Rolling-Stones-Undercover, $6.73 ,583715,,583715
The Rolling Stones,Aftermath,"12"" Vinyl",Yes,Rolling Stones Records,COC 79102,1975,USA,PRC Pressing,No,https://www.discogs.com/release/14740786-Rolling-Stones-Made-In-The-Shade, $7.08 ,14740786,,14740786
The Rolling Stones,Aftermath,"12"" Vinyl",Yes,London Records,PS 493,1966,USA,Stereo Pressing,No,https://www.discogs.com/release/8374346-The-Rolling-Stones-Got-Live-If-You-Want-It, $7.10 ,8374346,,8374346
The Rolling Stones,Beggars Banquet,"12"" Vinyl",Yes,London Records,NPS-5,1970,USA,Terre Haute Pressing,No,https://www.discogs.com/release/3813883-The-Rolling-Stones-Get-Yer-Ya-Yas-Out-The-Rolling-Stones-In-Concert, $8.00 ,3813883,,3813883
The Rolling Stones,Beggars Banquet,"12"" Vinyl",Yes,Rolling Stones Records,COC 16015,1980,USA,,No,https://www.discogs.com/release/4887672-The-Rolling-Stones-Emotional-Rescue, $9.00 ,4887672,,4887672
The Rolling Stones,Between The Buttons,"12"" Vinyl",Yes,London Records,NPS-1,1966,USA,Stereo Pressing,No,https://www.discogs.com/release/499739-The-Rolling-Stones-Big-Hits-High-Tide-And-Green-Grass, $10.00 ,499739,,499739
The Rolling Stones,Between The Buttons,"12"" Vinyl",Yes,ABKCO,NPS-3,1986,USA,"Red label ""100% Virgin Vinyl"" Die-cut sleeve",No,https://www.discogs.com/release/13247936-The-Rolling-Stones-Through-The-Past-Darkly-Big-Hits-Vol-2, $10.72 ,13247936,,13247936
The Rolling Stones,Big Hits (High Tide And Green Grass),"12"" Vinyl",Yes,London Records,PS 499,1967,USA,Stereo Pressing,No,https://www.discogs.com/release/6204748-The-Rolling-Stones-Between-The-Buttons, $12.00 ,6204748,,6204748
The Rolling Stones,Big Hits (High Tide And Green Grass),"12"" Vinyl",Yes,London Records,2PS 626,1972,USA,,No,https://www.discogs.com/release/2316675-The-Rolling-Stones-More-Hot-Rocks-Big-Hits-Fazed-Cookies, $12.00 ,2316675,,2316675
The Rolling Stones,Big Hits (High Tide And Green Grass),"12"" Vinyl",Yes,Rolling Stones Records,COC 59101,1973,USA,Presswell Pressing - in shrink wrap with hype sticker,No,https://www.discogs.com/release/2548388-The-Rolling-Stones-Goats-Head-Soup, $13.47 ,2548388,,2548388
The Rolling Stones,Big Hits (High Tide And Green Grass),"12"" Vinyl",Yes,ABKCO,882 344-1,2003,USA,Reissue,No,https://www.discogs.com/release/1199074-The-Rolling-Stones-Metamorphosis, $14.87 ,1199074,,1199074
The Rolling Stones,Black And Blue,"12"" Vinyl",Yes,London Records,LL 3429,1965,USA,Mono Pressing,No,https://www.discogs.com/release/1349841-The-Rolling-Stones-Out-Of-Our-Heads, $15.61 ,1349841,,1349841
The Rolling Stones,Dirty Work,"12"" Vinyl",Yes,London Records,PS 539,1968,USA,"Monarch Presing-""Mick Jaggar Keith Richard"" pressing",No,https://www.discogs.com/release/4334705-Rolling-Stones-Beggars-Banquet, $15.87 ,4334705,,4334705
The Rolling Stones,Emotional Rescue,"12"" Vinyl",Yes,ABKCO,18771863113,2020,USA,"Record Store Day - Green Vinyl limited edition of 7,500 copies",No,https://www.discogs.com/release/16091901-The-Rolling-Stones-Metamorphosis, $16.00 ,16091901,,16091901
The Rolling Stones,Exile On Main Street,"12"" Vinyl",Yes,ABKCO,018771900214,2003,USA,180 Gram Vinyl Issue - Black Vinyl,No,https://www.discogs.com/release/3594333-The-Rolling-Stones-Their-Satanic-Majesties-Request, $18.45 ,3594333,,3594333
The Rolling Stones,Exile On Main Street,"12"" Vinyl",Yes,Rolling Stones Records,COC 16052,1981,USA,,No,https://www.discogs.com/release/14109475-Rolling-Stones-Tattoo-You, $18.99 ,14109475,,14109475
The Rolling Stones,Five By Five,"12"" Vinyl",Yes,Decca,68535 210,1977,USA,Orange Vinyl,No,https://www.discogs.com/release/3869141-The-Rolling-Stones-Big-Hits-High-Tide-And-Green-Grass, $19.29 ,3869141,,3869141
The Rolling Stones,Five By Five,"12"" Vinyl",Yes,London Records,PS 402,1966,USA,Pittman Pressing,No,https://www.discogs.com/release/5517323-The-Rolling-Stones-12-X-5, $21.65 ,5517323,,5517323
The Rolling Stones,Get Yer Ya-Ya's Out!-The Rolling Stones In Concert,"12"" Vinyl",Yes,London Records,PS 476,1966,USA,Stereo Pressing,No,https://www.discogs.com/release/765072-The-Rolling-Stones-Aftermath, $22.49 ,765072,,765072
The Rolling Stones,Goat's Head Soup,"12"" Vinyl",Yes,ABKCO/Decca,018771881612,2010,USA,Part of the Limited Edition Rolling Stones 1964-1969 Box Set,No,https://www.discogs.com/release/16087985-The-Rolling-Stones-No2, $23.50 ,16087985,,16087985
The Rolling Stones,Got Live If You Want It!,"12"" Vinyl",Yes,London Records,NPS-2,1967,USA,Bestway Pressing - Lenticular Cover,No,https://www.discogs.com/release/1164092-The-Rolling-Stones-Their-Satanic-Majesties-Request, $23.99 ,1164092,,1164092
The Rolling Stones,Hot Rocks 1964-1971,"12"" Vinyl",Yes,ABKCO,01877188414,2010,USA,Part of the Limited Edition Rolling Stones 1964-1969 Box Set,No,https://www.discogs.com/release/16087910-The-Rolling-Stones-The-Rolling-Stones, $24.99 ,16087910,,16087910
The Rolling Stones,Let It Bleed,"12"" Vinyl",Yes,Decca,8814-1,2010,USA,Reissue,No,https://www.discogs.com/release/16087910-The-Rolling-Stones-The-Rolling-Stones, $24.99 ,16087910,,16087910
The Rolling Stones,Love You Live,"12"" Vinyl",Yes,London Records,NPS-2,1976,USA,PRC Compton Pressing - Printed Sleeve,No,https://www.discogs.com/release/5738930-The-Rolling-Stones-Their-Satanic-Majesties-Request, $24.99 ,5738930,,5738930
The Rolling Stones,Made In The Shade,"12"" Vinyl",Yes,London Records,LL 3402,1964,USA,,No,https://www.discogs.com/release/3871774-The-Rolling-Stones-12-X-5, $25.00 ,3871774,,3871774
The Rolling Stones,Metamorphosis,"12"" Vinyl",Yes,ABKCO,018771943013,2010,USA,Part of the Limited Edition Rolling Stones 1964-1969 Box Set,No,https://www.discogs.com/release/16088043-The-Rolling-Stones-Out-Of-Our-Heads-, $25.37 ,16088043,,16088043
The Rolling Stones,Metamorphosis,"12"" Vinyl",Yes,ABKCO,18771943013,2010,USA,Reissue,No,https://www.discogs.com/release/16088043-The-Rolling-Stones-Out-Of-Our-Heads-, $25.76 ,16088043,,16088043
The Rolling Stones,More Hot Rocks (Big Hits & Fazed Cookies),"12"" Vinyl",Yes,Decca,SKL 8818-1,2010,USA,Reissue,No,https://www.discogs.com/release/9277871-Rolling-Stones-Through-The-Past-Darkly-Big-Hits-Vol2, $26.50 ,9277871,,9277871
The Rolling Stones,No.2,"12"" Vinyl",Yes,ABKCO,0018771953913,2017,USA,180 Gram Vinyl Issue - Black Vinyl,No,https://www.discogs.com/release/11215966-The-Rolling-Stones-Beggars-Banquet, $26.66 ,11215966,,11215966
The Rolling Stones,Out Of Our Heads,"12"" Vinyl",Yes,Rolling Stones Records,COC 2-2900,1972,USA,Unipak,No,https://www.discogs.com/release/6535118-Rolling-Stones-Exile-On-Main-St, $33.12 ,6535118,,6535118
The Rolling Stones,Out Of Our Heads,"12"" Vinyl",Yes,Rolling Stones Records,COC 2-2900,1972,USA,Unipak,No,https://www.discogs.com/release/6535118-Rolling-Stones-Exile-On-Main-St, $33.12 ,6535118,,6535118
The Rolling Stones,Tattoo You,"12"" Vinyl",Yes,Decca,8815-1,2010,USA,Part of the Limited Edition Rolling Stones 1964-1969 Box Set,No,https://www.discogs.com/release/14245580-The-Rolling-Stones-Five-By-Five, $35.00 ,14245580,,14245580
The Rolling Stones,The Rolling Stones,"12"" Vinyl",Yes,Decca,8815-1,2010,USA,Reissue,No,https://www.discogs.com/release/14245580-The-Rolling-Stones-Five-By-Five, $35.00 ,14245580,,14245580
The Rolling Stones,The Rolling Stones,"12"" Vinyl",Yes,Decca,9477-1,2010,USA,Part of the Limited Edition Rolling Stones 1964-1969 Box Set,No,https://www.discogs.com/release/19988545-The-Rolling-Stones-Aftermath, $50.00 ,19988545,,19988545
The Rolling Stones,The Rolling Stones,"12"" Vinyl",Yes,ABKCO,9005-1,2003,USA,180 Gram Vinyl Issue - Black Vinyl,No,https://www.discogs.com/release/13609324-The-Rolling-Stones-Between-The-Buttons, $50.00 ,13609324,,13609324
The Rolling Stones,Their Satanic Majesties Request,"12"" Vinyl",Yes,Decca/ABKCO,8817-1,2010,USA,Part of the Limited Edition Rolling Stones 1964-1969 Box Set,No,https://www.discogs.com/release/19063111-The-Rolling-Stones-Big-Hits-High-Tide-And-Green-Grass, $50.00 ,19063111,,19063111
The Rolling Stones,Their Satanic Majesties Request,"12"" Vinyl",Yes,Decca,9 004-1,2003,USA,Reissue,No,https://www.discogs.com/release/14101755-The-Rolling-Stones-Let-It-Bleed, $50.00 ,14101755,,14101755
The Rolling Stones,Their Satanic Majesties Request,"12"" Vinyl",Yes,London Records,2PS 606/7,1971,USA,Terre Haute Pressing,No,"The Rolling Stones – Hot Rocks 1964-1971 – 2 x Vinyl (Terre Haute Pressing, LP, Compilation + 2 more), 1971 [r2670295] | Discogs", $13.79 ,2670295.00,,2670295
The Rolling Stones,"Through The Past, Darkly (Bigh Hits Vol. 2)","12"" Vinyl",Yes,Rolling Stones Records,COC 2-9001,1977,USA,,No,"The Rolling Stones – Love You Live – 2 x Vinyl (SP - Specialty Pressing, Gatefold, LP, Album, Stereo), 1977 [r4884492] | Discogs", $9.50 ,4884492.00,,4884492
The Rolling Stones,"Through The Past, Darkly (Bigh Hits Vol. 2)","12"" Vinyl",Yes,Rolling Stones Records,COC 79104,1976,USA,,No,"The Rolling Stones – Black And Blue – Vinyl (Presswell Pressing, Gatefold, LP, Album, Stereo), 1976 [r4598531] | Discogs", $8.00 ,4598531.00,,4598531
The Rolling Stones,Undercover,"12"" Vinyl",Yes,Decca,8817-1,2010,USA,180 Gram Issue,No,"The Rolling Stones – The Rolling Stones – Vinyl (12"", 45 RPM + 3 more), 2010 [r21310042] | Discogs", $25.00 ,21310042.00,,21310042
The Shindogs,Who Do You Think You Are,"7"" Vinyl",N/A,Fontana,TF 790,1967,USA,Mono - in original dust jacket,No,https://www.discogs.com/release/32189949-The-Shindogs-Who-Do-You-Think-You-Are, $10.00 ,32189949,,32189949
The Stone Poneys,The Stone Poneys - Featuring Linda Ronstadt,"12"" Vinyl",Yes,Capitol Records,SN-16133,1986,USA,Reissue,No,https://www.discogs.com/release/7676514-The-Stone-Poneys-Featuring-Linda-Ronstadt-The-Stone-Poneys-Featuring-Linda-Ronstadt, $10.00 ,7676514,,7676514
The Stooges,Fun House,CD,Yes,Elektra,74051-2,1994,USA,Reissue,No,https://www.discogs.com/release/15804673-The-Stooges-The-Stooges, $8.00 ,15804673,,15804673
The Stooges,Fun House,CD,Yes,Elektra / Rhino,R2 74805,2006,USA,Paper Sleeves,No,https://www.discogs.com/release/2401848-The-Stooges-Fun-House, $10.00 ,2401848,,2401848
The Stooges,The Stooges,"12"" Vinyl",Yes,Elektra,EKS-74051,1969,USA,Original Pressing,No,https://www.discogs.com/release/4306143-The-Stooges-The-Stooges, $165.94 ,4306143,,4306143
The Stooges,The Stooges,"12"" Vinyl",Yes,Elektra,EKS 74071,1970,USA,Promo - Terre Haute Pressing,No,https://www.discogs.com/release/29413030-The-Stooges-Fun-House, $300.00 ,29413030,,29413030
The Tea Company,Come And Have Some Tea With The Tea Company,"12"" Vinyl",Yes,Smash Records,SRS-67105,1968,USA,Original Pressing,No,https://www.discogs.com/release/13088142-The-Tea-Company-Come-And-Have-Some-Tea-With-The-Tea-Company, $57.50 ,13088142,,13088142
The Trip,Atlantide,"12"" Vinyl",Yes,RCA,CR-10059,1987,USA,Reissue - no OBI RCA Blue Label,No,https://www.discogs.com/release/3267617-The-Trip-Atlantide, $38.50 ,3267617,,3267617
The United States Of America,The United States Of America,"12"" Vinyl",Yes,Columbia,CS 9614,1968,USA,Santa Maria Pressing,No,https://www.discogs.com/release/2724462-The-United-States-Of-America-The-United-States-Of-America, $60.00 ,2724462,,2724462
The Velvet Underground,(And So On),CD,Yes,Polydor,314 549 133-2,2000,USA,Compilation,No,https://www.discogs.com/release/7814615-The-Velvet-Underground-The-Best-Of-The-Velvet-Underground, $2.64 ,7814615,,7814615
The Velvet Underground,1969 - Velvet Underground Live - Volume 2,CD,Yes,Atlantic,9500-2,1989,USA,Mono,No,https://www.discogs.com/release/484773-The-Velvet-Underground-Live-At-Maxs-Kansas-City, $4.99 ,484773,,484773
The Velvet Underground,1969 Velvet Underground Live With Lou Reed,VHS,Yes,Warner Music Vision,38363-3,1993,USA,NTSC,No,https://www.discogs.com/release/13058112-The-Velvet-Underground-Velvet-Redux-Live-MCMXCIII, $7.00 ,13058112,,13058112
The Velvet Underground,1969 Velvet Underground Live With Lou Reed,CD,Yes,Mercury,834 824-2,1988,USA,,No,https://www.discogs.com/release/1182870-Velvet-Underground-1969-Velvet-Underground-Live-Volume-2, $8.00 ,1182870,,1182870
The Velvet Underground,A Drug Hit Sally Inside (Live 1968),CD,Yes,Verve Records,829 405-2,1986,USA,,No,https://www.discogs.com/release/1590661-The-Velvet-Underground-Another-View, $9.25 ,1590661,,1590661
The Velvet Underground,Another View,CD,Yes,Rhino Records,R2 72563,1997,USA,,No,https://www.discogs.com/release/1298065-The-Velvet-Underground-Loaded-Fully-Loaded-Edition, $9.99 ,1298065,,1298065
The Velvet Underground,Another View,CD,Yes,Polydor / Universal Records,314 589 588-2,2002,USA,Deluxe Edition,No,https://www.discogs.com/release/1445972-The-Velvet-Underground-The-Velvet-Underground-Nico, $12.00 ,1445972,,1445972
The Velvet Underground,Etc.,"12"" Vinyl",Yes,MGM Records,PRD 0022,1973,USA,,No,https://www.discogs.com/release/1360821-Lou-Reed-And-The-Velvet-Underground-Thats-The-Story-Of-My-Life, $15.38 ,1360821,,1360821
The Velvet Underground,Live At Max's Kansas City,"12"" Vinyl",Yes,MGM Records,GAS-131,1970,USA,Promo,No,https://www.discogs.com/release/2300347-The-Velvet-Underground-Velvet-Underground, $18.50 ,2300347,,2300347
The Velvet Underground,Live At Max's Kansas City,"12"" Vinyl",Yes,Cotillion,SD 9500,1987,USA,Reissue,No,https://www.discogs.com/release/24445937-The-Velvet-Underground-Live-At-Maxs-Kansas-City, $20.00 ,24445937,,24445937
The Velvet Underground,Live At Max's Kansas City,"12"" Vinyl",Yes,Cotillion,SD-9500,1972,USA,Original Pressing - Richmond Pressing,No,https://www.discogs.com/release/6699023-The-Velvet-Underground-Live-At-Maxs-Kansas-City, $22.00 ,6699023,,6699023
The Velvet Underground,Loaded,"12"" Vinyl",Yes,Plastic Inevitable Records,FIRST-1,1990,USA,Unofficial Release Blue Marble Vinyl,No,https://www.discogs.com/release/5348642-The-Velvet-Underground-Etc, $22.29 ,5348642,,5348642
The Velvet Underground,Loaded (Fully Loaded Edition),"12"" Vinyl",Yes,Verve Records,829 405-1 Y-1,1986,USA,Indianapolis Pressing,No,https://www.discogs.com/release/13726284-The-Velvet-Underground-Another-View, $26.84 ,13726284,,13726284
The Velvet Underground,That's The Story Of My Life,"12"" Vinyl",Yes,Plastic Inevitable Records,SECOND-1,1990,USA,Unofficial Release Purple Marble Vinyl,No,https://www.discogs.com/release/5043610-The-Velvet-Underground-And-So-On, $26.95 ,5043610,,5043610
The Velvet Underground,The Best Of The Velvet Underground,"12"" Vinyl",Yes,Mercury,SRM-2-7504,1981,USA,Reissue,No,https://www.discogs.com/release/5036498-Velvet-Underground-1969-Velvet-Underground-Live-With-Lou-Reed, $30.00 ,5036498,,5036498
The Velvet Underground,The Murder Mystery,"12"" Vinyl",N/A,Clean Sound,CS 1017,1986,USA,Unofficial Release - picture disc,No,https://www.discogs.com/release/2474472-The-Velvet-Underground-A-Drug-Hit-Sally-Inside-Live-1968, $40.00 ,2474472,,2474472
The Velvet Underground,The Velvet Underground,"12"" Vinyl",Yes,Brigand,BRIG 006,1990,USA,Unofficial Release,No,https://www.discogs.com/release/5037620-The-Velvet-Underground-The-Murder-Mystery, $40.00 ,5037620,,5037620
The Velvet Underground,The Velvet Underground & Nico,"12"" Vinyl",Yes,Heroin Music,None,1990,USA,Unofficial Release,No,https://www.discogs.com/release/1855012-The-Velvet-Underground-Up-Tight, $40.00 ,1855012,,1855012
