Artist,Title,Format,Cover Present,Label,Catogue Number,Year Released,Country,Notes,Sealed Status,discogs URL, Median Price ,discogs_release_id,,
"Bowie, David",Scary Monsters (and Super Creeps),CD,Yes,Virgin,7243 521895 0 2,1999,Germany,The David Bowie Series,No,https://www.discogs.com/release/378660-David-Bowie-Scary-Monsters, $8.00 ,378660,,378660
"Bowie, David",Scary Monsters (and Super Creeps),CD,Yes,Rykodisc,RCD 20147,1992,Philippines,Sound + Vision,No,https://www.discogs.com/release/162083-David-Bowie-Scary-Monsters, $12.75 ,162083,,162083
"Bowie, David",Scary Monsters (and Super Creeps),CD,Yes,Rykodisc,RCD 20147,1992,Philippines,Sound + Vision,No,https://www.discogs.com/release/162083-David-Bowie-Scary-Monsters, $12.75 ,162083,,162083
"Bowie, David",Scary Monsters (and Super Creeps),CD,Yes,Rykodisc,RCD 20147,1992,Portugal,Sound + Vision,No,https://www.discogs.com/release/162083-David-Bowie-Scary-Monsters, $12.75 ,162083,,162083
"Bowie, David",Scary Monsters (and Super Creeps),CD,Yes,Rykodisc,RCD 20147,1992,Portugal,Sound + Vision,No,https://www.discogs.com/release/162083-David-Bowie-Scary-Monsters, $12.75 ,162083,,162083
"Bowie, David",Scary Monsters (and Super Creeps),CD,Yes,Rykodisc,RCD 20147,1992,Portugal,Sound + Vision,No,https://www.discogs.com/release/162083-David-Bowie-Scary-Monsters, $12.75 ,162083,,162083
"Bowie, David",Scary Monsters (and Super Creeps),Cassette,Yes,Ryko Analogue,RACS 0147-2,1992,South Africa,,Yes,https://www.discogs.com/release/6522921-David-Bowie-Scary-Monsters, $13.34 ,6522921,,6522921
"Bowie, David",Scary Monsters (and Super Creeps),CD,Yes,EMI,TOCP-70153,2007,Spain,With OBI - made in Japan,No,https://www.discogs.com/release/2156983-David-Bowie-Scary-Monsters, $14.97 ,2156983,,2156983
"Bowie, David",Scary Monsters (and Super Creeps),"12"" Vinyl",Yes,RCA Victor,AQL1-3647,1980,UK,Stock Copy,No,https://www.discogs.com/release/1139488-David-Bowie-Scary-Monsters, $17.02 ,1139488,,1139488
"Bowie, David",Scary Monsters (and Super Creeps),"12"" Vinyl",Yes,RCA Victor,AQL1-3647,1980,UK,Stock Copy,No,https://www.discogs.com/release/1139488-David-Bowie-Scary-Monsters, $17.02 ,1139488,,1139488
"Bowie, David",Scary Monsters (and Super Creeps),"12"" Vinyl",Yes,RCA Victor,AQL1-3647,1980,UK,Stock Copy,No,https://www.discogs.com/release/1139488-David-Bowie-Scary-Monsters, $17.02 ,1139488,,1139488
"Bowie, David",Scary Monsters (and Super Creeps),"12"" Vinyl",Yes,RCA Victor,AQL1-3647,1980,UK,Stock Copy,No,https://www.discogs.com/release/1139488-David-Bowie-Scary-Monsters, $17.02 ,1139488,,1139488
"Bowie, David",Scary Monsters (and Super Creeps),"12"" Vinyl",Yes,RCA Victor,AQL1-3647,1980,UK,Stock Copy - Sealed,Yes,https://www.discogs.com/release/1139488-David-Bowie-Scary-Monsters, $17.02 ,1139488,,1139488
"Bowie, David",Scary Monsters (And Super Creeps),8-Track Cartridge,N/A,RCA Victor,AQS1-3647,1980,UK,,No,https://www.discogs.com/release/6986619-David-Bowie-Scary-Monsters, $24.99 ,6986619,,6986619
"Bowie, David",Scary Monsters (and Super Creeps),"7"" Vinyl",Yes,RCA Victor,PB 8714,1981,UK,,No,https://www.discogs.com/release/2147438-David-Bowie-Scary-Monsters, $15.79 ,2147438,,2147438
"Bowie, David",Scary Monsters (and Super Creeps),"12"" Vinyl",Yes,RCA Victor,PC 9657,1981,UK,Super-Sound Single,No,https://www.discogs.com/release/421403-David-Bowie-Scary-Monsters-And-Super-Creeps-Because-Youre-Young, $19.16 ,421403,,421403
"Bowie, David",Scary Monsters (and Super Creeps),"12"" Vinyl",N/A,RCA,AQL1-3647-3,2002,UK,Unofficial Release - picture disc,No,https://www.discogs.com/release/2958520-David-Bowie-Scary-Monsters, $30.00 ,2958520,,2958520
"Bowie, David",Scary Monsters (and Super Creeps),"12"" Vinyl",Yes,RCA Victor,AQL1-3647,1980,USA,,No,https://www.discogs.com/release/15315837-David-Bowie-Scary-Monsters, $35.00 ,15315837,,15315837
"Bowie, David",Scary Monsters (and Super Creeps),"12"" Vinyl",Yes,RCA,RVP-6472,1980,USA,With OBI,No,https://www.discogs.com/release/1715550-David-Bowie-Scary-Monsters, $35.05 ,1715550,,1715550
"Bowie, David",Scary Monsters (and Super Creeps),CD,Yes,RCA Victor,PCD1-3647,1985,USA,Red Spine,No,https://www.discogs.com/release/1556974-David-Bowie-Scary-Monsters, $44.78 ,1556974,,1556974
"Bowie, David",Scary Monsters (and Super Creeps),SACD,Yes,EMI,543 3182,2003,USA,Stereo only,No,https://www.discogs.com/release/1504686-David-Bowie-Scary-Monsters, $60.45 ,1504686,,1504686
"Bowie, David",Seven,CD,Yes,Virgin,7243 8 96928 2 2,2000,EU,CD1,No,https://www.discogs.com/release/1064403-David-Bowie-Seven, $4.42 ,1064403,,1064403
"Bowie, David",Seven,CD,Yes,Virgin,7243 8 96928 2 2,2000,EU,CD1,No,https://www.discogs.com/release/1064403-David-Bowie-Seven, $4.42 ,1064403,,1064403
"Bowie, David",Seven,CD,Yes,Virgin,7243 8 96928 0 8,2000,France,CD2,No,https://www.discogs.com/release/459347-David-Bowie-Seven, $7.37 ,459347,,459347
"Bowie, David",Seven,CD,Yes,Virgin,7243 8 96929 2 1,2000,UK,CD3,No,https://www.discogs.com/release/1064433-David-Bowie-Seven, $16.06 ,1064433,,1064433
"Bowie, David",Seven Years In Tibet,CD,Yes,RCA,74321512542,1997,EU,Limited Edition,No,https://www.discogs.com/release/2736632-David-Bowie-Seven-Years-In-Tibet, $3.80 ,2736632,,2736632
"Bowie, David",Seven Years In Tibet,CD,Yes,RCA,74321512542,1997,EU,Limited Edition,No,https://www.discogs.com/release/2736632-David-Bowie-Seven-Years-In-Tibet, $3.80 ,2736632,,2736632
"Bowie, David",Seven Years In Tibet,"7"" Vinyl",Yes,RCA / BMG,74321512547,1997,South Africa,Clear Vinyl,No,https://www.discogs.com/release/1756535-David-Bowie-Seven-Years-In-Tibet, $13.67 ,1756535,,1756535
"Bowie, David",Seven Years In Tibet,"7"" Vinyl",N/A,RCA / BMG,74321512547,1997,Turkey,Clear Vinyl with large center hole - jukebox?,No,, $15.00 ,,,
"Bowie, David",Slinky Secrets,"12"" Vinyl",Yes,None,DB95,2015,USA,Unofficial Release - Blue Vinyl,No,https://www.discogs.com/release/10184479-David-Bowie-Slinky-Secrets, $40.00 ,10184479,,10184479
"Bowie, David",Slow Burn,CD,Yes,Columbia / ISO Records,COL 672744 2,2002,France,Single,No,https://www.discogs.com/release/1065711-David-Bowie-Slow-Burn, $6.35 ,1065711,,1065711
"Bowie, David",Slow Burn,"7"" Vinyl",Yes,Columbia,672744 7,2002,USA,Orange Vinyl,No,https://www.discogs.com/release/1646989-David-Bowie-Slow-Burn, $84.21 ,1646989,,1646989
"Bowie, David",Small Club Broadcast: Paris Show 1999,"12"" Vinyl",Yes,Parachute Recording Company,PARA301LP,2019,UK,Unofficial Release,No,https://www.discogs.com/release/14359440-David-Bowie-Small-Club-Broadcast-Paris-Show-1999-, $25.00 ,14359440,,14359440
"Bowie, David",Soft In The Middle,"12"" Vinyl",Yes,The Amazing Kornyfone Record Label,TAKRL 1915,1978,USA,Unofficial Release,No,https://www.discogs.com/release/5079339-David-Bowie-Soft-In-The-Middle, $75.00 ,5079339,,5079339
"Bowie, David",Sorrow,"7"" Vinyl",N/A,RCA Victor,2424,1973,EU,Made in the USA but for UK distribution,No,https://www.discogs.com/release/1139295-David-Bowie-Sorrow, $2.53 ,1139295,,1139295
"Bowie, David",Sorrow,"7"" Vinyl",N/A,RCA Victor,RCA 2424,1973,EU,Push-out center intact -  Label variant - Original Pressing,No,https://www.discogs.com/release/491058-David-Bowie-Sorrow, $3.13 ,491058,,491058
"Bowie, David",Sorrow,"7"" Vinyl",N/A,RCA Victor,42-487,1973,EU,Name carved in lable,No,https://www.discogs.com/release/4807757-David-Bowie-Sorrow, $5.37 ,4807757,,4807757
"Bowie, David",Sorrow,"7"" Vinyl",N/A,RCA Victor,42-487,1973,EU,,No,https://www.discogs.com/release/4807757-David-Bowie-Sorrow, $5.37 ,4807757,,4807757
"Bowie, David",Sorrow,"7"" Vinyl",N/A,RCA Victor,102383,1973,EU,Stock Copy,No,https://www.discogs.com/release/3072743-David-Bowie-Sorrow, $5.71 ,3072743,,3072743
"Bowie, David",Sorrow,"7"" Vinyl",N/A,RCA Victor,102383,1973,EU,Stock Copy,No,https://www.discogs.com/release/3072743-David-Bowie-Sorrow, $5.71 ,3072743,,3072743
"Bowie, David",Sorrow,"7"" Vinyl",N/A,RCA Victor,RCA 2424,1975,EU,Push-out center intact - repressing,No,https://www.discogs.com/release/4194024-David-Bowie-Sorrow, $3.79 ,4194024,,4194024
"Bowie, David",Sorrow,"7"" Vinyl",N/A,RCA Victor,RCA 2424,1973,Germany,Push-out center intact,No,https://www.discogs.com/release/6740402-David-Bowie-Sorrow-Amsterdam, $8.22 ,6740402,,6740402
"Bowie, David",Sorrow,"7"" Vinyl",Yes,RCA Victor,74-16383,1973,Germany,,No,https://www.discogs.com/release/966279-David-Bowie-Sorrow, $8.68 ,966279,,966279
"Bowie, David",Sorrow,"7"" Vinyl",Yes,RCA,BOW 519,1983,Ireland,Lifetimes The Singles: Push Out Center Intact,No,https://www.discogs.com/release/7389201-David-Bowie-Sorrow-, $9.89 ,7389201,,7389201
"Bowie, David",Sorrow,"7"" Vinyl",N/A,RCA,DJH0-0160,1973,Italy,Promo,No,https://www.discogs.com/release/5777423-David-Bowie-Sorrow, $10.00 ,5777423,,5777423
"Bowie, David",Sorrow,"7"" Vinyl",Yes,RCA Victor,41137,1973,Japan,Stock Copy - J Price Code,No,https://www.discogs.com/release/8316525-David-Bowie-Amsterdam, $10.53 ,8316525,,8316525
"Bowie, David",Sorrow,"7"" Vinyl",Yes,RCA Victor,41137,1973,Japan,Stock Copy - J Price Code,No,https://www.discogs.com/release/8316525-David-Bowie-Amsterdam, $10.53 ,8316525,,8316525
"Bowie, David",Sorrow,"7"" Vinyl",N/A,RCA Victor,60642,1973,UK,,No,https://www.discogs.com/release/2293323-David-Bowie-Sorrow-, $15.79 ,2293323,,2293323
"Bowie, David",Sorrow,"7"" Vinyl",N/A,RCA Victor,2424,1973,UK,Solid Centere,No,https://www.discogs.com/release/8975783-David-Bowie-Sorrow, $15.82 ,8975783,,8975783
"Bowie, David",Sorrow,"7"" Vinyl",Yes,RCA Victor,RCA 2424,1973,UK,Punch out center missing,No,https://www.discogs.com/release/2431184-David-Bowie-Sorrow, $18.16 ,2431184,,2431184
"Bowie, David",Sorrow,"7"" Vinyl",Yes,RCA Victor,APBO-9056,1973,UK,Stock Copy,No,https://www.discogs.com/release/9616576-David-Bowie-Sorrow, $21.05 ,9616576,,9616576
"Bowie, David",Sorrow,"7"" Vinyl",N/A,RCA Victor,991.4108,1973,UK,Promo - 33 1/3 RPM,No,https://www.discogs.com/release/6814914-David-Bowie-Sorrow, $25.52 ,6814914,,6814914
"Bowie, David",Sorrow,"7"" Vinyl",N/A,Parlophone,DBSOZ 4030,2013,UK,Picture Disc,Yes,https://www.discogs.com/release/4992087-David-Bowie-Sorrow, $20.24 ,4992087,,4992087
"Bowie, David",Sorrow,"7"" Vinyl",N/A,Parlophone,DBSOZ 4030,2013,UK,Picture Disc,Yes,https://www.discogs.com/release/4992087-David-Bowie-Sorrow, $20.24 ,4992087,,4992087
"Bowie, David",Sorrow,"7"" Vinyl",N/A,Parlophone,DBSOZ 4030,2013,UK,Picture Disc,Yes,https://www.discogs.com/release/4992087-David-Bowie-Sorrow, $20.24 ,4992087,,4992087
"Bowie, David",Sorrow,"7"" Vinyl",N/A,Parlophone,DBSOZ 4030,2013,UK,Picture Disc,No,https://www.discogs.com/release/4992087-David-Bowie-Sorrow, $20.24 ,4992087,,4992087
"Bowie, David",Sorrow,"7"" Vinyl",N/A,RCA Victor,APB0-0160,1973,USA,Stock Copy,No,https://www.discogs.com/release/11871461-David-Bowie-Sorrow, $35.20 ,11871461,,11871461
"Bowie, David",Sorrow,"7"" Vinyl",N/A,RCA Victor,RCA 2424,1973,USA,Promo - Push-out center intact,No,https://www.discogs.com/release/7978059-David-Bowie-Sorrow, $44.02 ,7978059,,7978059
"Bowie, David",Sorrow,"7"" Vinyl",N/A,RCA Victor,31A-2388,1973,USA,Promo,No,https://www.discogs.com/release/10240422-David-Bowie-Tristeza-Sorrow, $57.89 ,10240422,,10240422
"Bowie, David",Sorrow,"7"" Vinyl",Yes,RCA Victor,73.913,1973,USA,Punch out center intact,No,https://www.discogs.com/release/7452167-David-Bowie-Sorrow-Amsterdam, $126.32 ,7452167,,7452167
"Bowie, David",Sorrow,"7"" Vinyl",Yes,RCA,SS-2334,1973,USA,Stock Copy,No,https://www.discogs.com/release/13652461-デビッドボウイー-愛の悲しみ-Sorrow, $197.16 ,13652461,,13652461
"Bowie, David",Sorrow,"7"" Vinyl",N/A,RCA Victor,APBO-0160,1973,USA,Stock Copy - writing on labels,No,https://www.discogs.com/release/8323984-David-Bowie-Sorrow-Tristeza, $300.00 ,8323984,,8323984
"Bowie, David",Sorrow,"7"" Vinyl",N/A,RCA Victor,31A-2388,1973,USA,Stock Copy,No,https://www.discogs.com/release/10430859-David-Bowie-Tristeza-Sorrow, $700.00 ,10430859,,10430859
"Bowie, David",Sorrow,"7"" Vinyl",Yes,RCA Victor,APAO- 0160,1974,USA,Original Pressing,No,https://www.discogs.com/release/12660042-David-Bowie-Sorrow, $57.89 ,12660042,,12660042
"Bowie, David",Sorrow,"7"" Vinyl",No,RCA Victor,SP-3943,1974,USA,Cover included is a counterfeit ,No,https://www.discogs.com/release/14996803-David-Bowie-Sorrow-Pena-Amsterdam, $210.53 ,14996803,,14996803
"Bowie, David",Soul Love,"7"" Vinyl",Yes,RCA,SS-3166,1978,USA,,No,https://www.discogs.com/release/1506679-David-Bowie-デビッドボウイー-Soul-Love-ソウルラブ-Blackout-ブラックアウト, $50.32 ,1506679,,1506679
"Bowie, David",Sound + Vision,"12"" Vinyl",No,Tommy Boy,TB 510,1991,France,Promo,No,https://www.discogs.com/release/2003147-David-Bowie-vs-808-State-Sound-Vision, $6.00 ,2003147,,2003147
"Bowie, David",Sound + Vision,CD,Yes,Rykodisc,RCD 90330/31/32,1995,UK,Box Set - Reissue,No,https://www.discogs.com/release/5407779-David-Bowie-Sound-Vision, $24.39 ,5407779,,5407779
"Bowie, David",Sound + Vision,CD,Yes,Parlophone,RP2-462377,2014,UK,Box Set - Reissue,No,https://www.discogs.com/release/7086039-David-Bowie-Sound-Vision, $23.14 ,7086039,,7086039
"Bowie, David",Sound + Vision (Remix),CD,Yes,Tommy Boy / Rykodisc,TBCD 510,1991,France,Maxi-Single,No,https://www.discogs.com/release/58830-David-Bowie-vs-808-State-Sound-Vision-Remix, $7.29 ,58830,,58830
"Bowie, David",Sound + Vision (Remix),"12"" Vinyl",Yes,Tommy Boy / Rykodisc,TB 510,1991,Japan,Stock Copy,No,https://www.discogs.com/release/53205-David-Bowie-Vs-808-State-Sound-Vision-Remix, $10.44 ,53205,,53205
"Bowie, David",Sound + Vision Remix,Cassette,Yes,Tommy Boy,TBC510,1991,Germany,Maxi Single,Yes,https://www.discogs.com/release/3723167-David-Bowie-VS-808-State-Sound-Vision-Remix, $8.42 ,3723167,,3723167
"Bowie, David",Sound And Vision,"7"" Vinyl",N/A,RCA Victor,PB 0905,1977,EU,Stock Copy - push out center intact,No,https://www.discogs.com/release/378849-David-Bowie-Sound-And-Vision, $2.74 ,378849,,378849
"Bowie, David",Sound And Vision,"7"" Vinyl",N/A,RCA Victor,PB 0905,1977,EU,Stock Copy - Push out center missing,No,https://www.discogs.com/release/378849-David-Bowie-Sound-And-Vision, $2.74 ,378849,,378849
"Bowie, David",Sound And Vision,"7"" Vinyl",N/A,RCA Victor,PB 0905,1977,EU,Stock Copy - push out center intact oddly housed in a German sleeve,No,https://www.discogs.com/release/378849-David-Bowie-Sound-And-Vision, $2.74 ,378849,,378849
"Bowie, David",Sound And Vision,"7"" Vinyl",N/A,RCA Victor,PB 0905,1977,EU,Stock Copy - Solid Centere,No,https://www.discogs.com/release/3519494-David-Bowie-Sound-And-Vision, $3.79 ,3519494,,3519494
"Bowie, David",Sound And Vision,"7"" Vinyl",Yes,RCA Victor,PB-0905,1977,EU,,No,https://www.discogs.com/release/1748993-David-Bowie-Sound-And-Vision, $4.18 ,1748993,,1748993
"Bowie, David",Sound And Vision,"7"" Vinyl",N/A,RCA,PB-10905,1977,EU,Stock Copy - Black Label,No,https://www.discogs.com/release/3165591-David-Bowie-Sound-And-Vision, $5.00 ,3165591,,3165591
"Bowie, David",Sound And Vision,"7"" Vinyl",Yes,RCA,BOW 510,1983,Germany,Lifetimes The Singles: Push Out Center Intact,No,https://www.discogs.com/release/735153-David-Bowie-Sound-And-Vision, $8.85 ,735153,,735153
"Bowie, David",Sound And Vision,"7"" Vinyl",Yes,RCA Victor,PB 0905,1977,Japan,,No,https://www.discogs.com/release/1605315-David-Bowie-Sound-And-Vision, $10.53 ,1605315,,1605315
"Bowie, David",Sound And Vision,"7"" Vinyl",N/A,RCA Victor,102883,1977,Japan,,No,https://www.discogs.com/release/2293210-David-Bowie-Sound-And-Vision, $10.53 ,2293210,,2293210
"Bowie, David",Sound And Vision,"7"" Vinyl",N/A,RCA,JH-10905,1977,Portugal,Promo,No,https://www.discogs.com/release/4825268-David-Bowie-Sound-And-Vision, $12.99 ,4825268,,4825268
"Bowie, David",Sound And Vision,"7"" Vinyl",N/A,Parlophone,DBSAV40,2017,Spain,Picture Disc,Yes,https://www.discogs.com/release/9808981-David-Bowie-Sound-And-Vision, $14.93 ,9808981,,9808981
"Bowie, David",Sound And Vision,"7"" Vinyl",N/A,Parlophone,DBSAV40,2017,Spain,Picture Disc,Yes,https://www.discogs.com/release/9808981-David-Bowie-Sound-And-Vision, $14.93 ,9808981,,9808981
"Bowie, David",Sound And Vision,"7"" Vinyl",N/A,Parlophone,DBSAV40,2017,Spain,Picture Disc,Yes,https://www.discogs.com/release/9808981-David-Bowie-Sound-And-Vision, $14.93 ,9808981,,9808981
"Bowie, David",Sound And Vision,"7"" Vinyl",Yes,RCA Victor,PB 0905,1977,UK,,No,https://www.discogs.com/release/1139268-David-Bowie-Sound-And-Vision, $15.21 ,1139268,,1139268
"Bowie, David",Sound And Vision,"7"" Vinyl",No,RCA Victor,PB 0905,1977,UK,,No,https://www.discogs.com/release/1139268-David-Bowie-Sound-And-Vision, $15.21 ,1139268,,1139268
"Bowie, David",Sound And Vision,"7"" Vinyl",Yes,RCA Victor,PB-0905,1977,UK,Stock Copy,No,https://www.discogs.com/release/2199465-David-Bowie-Sound-And-Vision, $16.12 ,2199465,,2199465
"Bowie, David",Sound And Vision,"7"" Vinyl",N/A,RCA Victor,102883,1977,UK,Stock Copy,No,https://www.discogs.com/release/9039521-David-Bowie-Sound-And-Vision, $25.47 ,9039521,,9039521
"Bowie, David",Sound And Vision,"7"" Vinyl",N/A,RCA Victor,PB-10905,1977,UK,Stock Copy,No,https://www.discogs.com/release/9830599-David-Bowie-Sound-And-Vision, $28.17 ,9830599,,9830599
"Bowie, David",Sound And Vision,"7"" Vinyl",Yes,RCA Victor,PB 0905,1977,UK,Stock Copy - Cover has a tattered edge,No,https://www.discogs.com/release/1925061-David-Bowie-Sound-And-Vision-A-New-Career-In-A-New-Town, $31.58 ,1925061,,1925061
"Bowie, David",Sound And Vision,"7"" Vinyl",N/A,RCA Victor,42-770,1977,USA,,No,https://www.discogs.com/release/14568969-David-Bowie-Sound-And-Vision, $47.37 ,14568969,,14568969
"Bowie, David",Sound And Vision,"7"" Vinyl",Yes,RCA,SS-3076,1977,USA,,No,https://www.discogs.com/release/3119583-David-Bowie-デビッドボウイー-Sound-And-Vision-サウンドアンドヴィジョン, $48.99 ,3119583,,3119583
"Bowie, David",Sound And Vision,"7"" Vinyl",Yes,RCA Victor,PB-0905,1977,USA,,No,https://www.discogs.com/release/5445252-David-Bowie-Sound-And-Vision, $84.21 ,5445252,,5445252
"Bowie, David",Sounds + Visions,"10"" Vinyl",Yes,Coda Publishing LTD,CPLVBOX001,2020,UK,Unofficial - Gold Vinyl,Yes,https://www.discogs.com/release/15468139-Bowie-Sounds-Visions-The-Legendary-Broadcasts, $25.00 ,15468139,,15468139
"Bowie, David",Space Oddity,"7"" Vinyl",N/A,RCA Victor,GB-10470,1975,EU,Gold Standard Series - Red Label,No,https://www.discogs.com/release/7801089-David-Bowie-Space-Oddity-, $5.00 ,7801089,,7801089
"Bowie, David",Space Oddity,CD,Yes,Rykodisc,RCD 10131,1990,France,,No,https://www.discogs.com/release/4632461-David-Bowie-Space-Oddity, $7.75 ,4632461,,4632461
"Bowie, David",Space Oddity,CD,Yes,Rykodisc,RCD 10131,1990,France,,No,https://www.discogs.com/release/4632461-David-Bowie-Space-Oddity, $7.75 ,4632461,,4632461
"Bowie, David",Space Oddity,CD,Yes,Rykodisc,RCD 10131,1990,France,,No,https://www.discogs.com/release/4632461-David-Bowie-Space-Oddity, $7.75 ,4632461,,4632461
"Bowie, David",Space Oddity,CD,Yes,Rykodisc,RCD 10131,1990,France,,No,https://www.discogs.com/release/4632461-David-Bowie-Space-Oddity, $7.75 ,4632461,,4632461
"Bowie, David",Space Oddity,CD,Yes,Virgin,7243 521898 0 9,1999,France,The David Bowie Series,No,https://www.discogs.com/release/1987889-David-Bowie-Space-Oddity, $6.00 ,1987889,,1987889
"Bowie, David",Space Oddity,"7"" Vinyl",N/A,Philips,BF 1801,1969,Germany,"Stock Copy - mono, large center",No,https://www.discogs.com/release/469898-David-Bowie-Space-Oddity, $8.61 ,469898,,469898
"Bowie, David",Space Oddity,"7"" Vinyl",N/A,RCA Victor,GB-10470,1976,Germany,Golden Greats,No,https://www.discogs.com/release/5161174-David-Bowie-Space-Oddity, $8.45 ,5161174,,5161174
"Bowie, David",Space Oddity,"7"" Vinyl",Yes,RCA Victor,PPBO-7040,1976,Germany,Oldies But Goodies,No,https://www.discogs.com/release/2065381-David-Bowie-Space-Oddity, $9.00 ,2065381,,2065381
"Bowie, David",Space Oddity,Cassette,Yes,Ryko Analogue,RACS 0131-2,1990,Italy,,Yes,https://www.discogs.com/release/2609561-David-Bowie-Space-Oddity, $10.00 ,2609561,,2609561
"Bowie, David",Space Oddity,"7"" Vinyl",N/A,Mercury,72949,1969,Japan,Stock Copy,No,https://www.discogs.com/release/1507501-David-Bowie-Space-Oddity, $11.06 ,1507501,,1507501
"Bowie, David",Space Oddity,"7"" Vinyl",Yes,RCA,BOW 518,1983,Japan,Lifetimes The Singles: Push Out Center Intact,No,https://www.discogs.com/release/1098881-David-Bowie-Space-Oddity, $10.06 ,1098881,,1098881
"Bowie, David",Space Oddity,CD,Yes,Parlophone,DBSOCD50,2019,Japan,,Yes,https://www.discogs.com/release/14392228-David-Bowie-Space-Oddity-2019-Mix, $10.76 ,14392228,,14392228
"Bowie, David",Space Oddity,8-Track Cartridge,N/A,RCA Victor,P8S-2101,1972,Netherlands,,No,https://www.discogs.com/release/2629305-David-Bowie-Space-Oddity, $12.00 ,2629305,,2629305
"Bowie, David",Space Oddity,"7"" Vinyl",N/A,RCA Victor,102235,1973,Philippines,Reverse Channels - 3rd pressing,No,https://www.discogs.com/release/4958901-David-Bowie-Space-Oddity, $12.71 ,4958901,,4958901
